Group 1 on team 0 has 4647 units each with 7816 hp.  Does 48 fire damage.
Group 2 on team 0 has 301 units each with 3152 hp.  Does 139 fire damage.
Group 3 on team 0 has 1508 units each with 8344 hp.  Does 85 cold damage.
Group 4 on team 0 has 2956 units each with 5021 hp.  Does 48 slashing damage.
Group 5 on team 0 has 898 units each with 11545 hp.  Does 135 cold damage.
Group 6 on team 0 has 207 units each with 6235 hp.  Does 277 slashing damage.
Group 7 on team 0 has 7550 units each with 8773 hp.  Does 46 radiation damage.
Group 8 on team 0 has 1057 units each with 3791 hp.  Does 62 bludgeoning damage.
Group 9 on team 0 has 5086 units each with 3281 hp.  Does 40 cold damage.
Group 10 on team 0 has 330 units each with 4136 hp.  Does 126 cold damage.
Group 11 on team 1 has 1755 units each with 6886 hp.  Does 6 fire damage.
Group 12 on team 1 has 2251 units each with 33109 hp.  Does 29 cold damage.
Group 13 on team 1 has 298 units each with 18689 hp.  Does 123 slashing damage.
Group 14 on team 1 has 312 units each with 15735 hp.  Does 99 cold damage.
Group 15 on team 1 has 326 units each with 16400 hp.  Does 98 radiation damage.
Group 16 on team 1 has 4365 units each with 54947 hp.  Does 22 cold damage.
Group 17 on team 1 has 1446 units each with 51571 hp.  Does 63 fire damage.
Group 18 on team 1 has 8230 units each with 12331 hp.  Does 2 fire damage.
Group 19 on team 1 has 4111 units each with 17381 hp.  Does 7 cold damage.
Group 20 on team 1 has 366 units each with 28071 hp.  Does 150 fire damage.

Round 1 beginning.
Group 15 on team 1 did 31948 radiation damage to group 9 on team 0, killing 9.000000 units.
Group 16 on team 1 did 8140 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2424 beginning.
Group 16 on team 1 did 8118 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2425 beginning.
Group 16 on team 1 did 8096 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2426 beginning.
Group 16 on team 1 did 8074 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2427 beginning.
Group 16 on team 1 did 8052 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2428 beginning.
Group 16 on team 1 did 8030 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2429 beginning.
Group 16 on team 1 did 8008 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2430 beginning.
Group 16 on team 1 did 7986 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2431 beginning.
Group 16 on team 1 did 7964 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2432 beginning.
Group 16 on team 1 did 7942 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2433 beginning.
Group 16 on team 1 did 7920 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2434 beginning.
Group 16 on team 1 did 7898 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2435 beginning.
Group 16 on team 1 did 7876 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2436 beginning.
Group 16 on team 1 did 7854 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2437 beginning.
Group 16 on team 1 did 7832 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2438 beginning.
Group 16 on team 1 did 7810 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2439 beginning.
Group 16 on team 1 did 7788 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2440 beginning.
Group 16 on team 1 did 7766 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2441 beginning.
Group 16 on team 1 did 7744 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2442 beginning.
Group 16 on team 1 did 7722 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2443 beginning.
Group 16 on team 1 did 7700 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2444 beginning.
Group 16 on team 1 did 7678 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2445 beginning.
Group 16 on team 1 did 7656 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2446 beginning.
Group 16 on team 1 did 7634 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2447 beginning.
Group 16 on team 1 did 7612 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2448 beginning.
Group 16 on team 1 did 7590 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2449 beginning.
Group 16 on team 1 did 7568 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2450 beginning.
Group 16 on team 1 did 7546 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2451 beginning.
Group 16 on team 1 did 7524 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2452 beginning.
Group 16 on team 1 did 7502 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2453 beginning.
Group 16 on team 1 did 7480 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2454 beginning.
Group 16 on team 1 did 7458 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2455 beginning.
Group 16 on team 1 did 7436 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2456 beginning.
Group 16 on team 1 did 7414 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2457 beginning.
Group 16 on team 1 did 7392 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2458 beginning.
Group 16 on team 1 did 7370 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2459 beginning.
Group 16 on team 1 did 7348 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2460 beginning.
Group 16 on team 1 did 7326 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2461 beginning.
Group 16 on team 1 did 7304 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2462 beginning.
Group 16 on team 1 did 7282 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2463 beginning.
Group 16 on team 1 did 7260 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2464 beginning.
Group 16 on team 1 did 7238 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2465 beginning.
Group 16 on team 1 did 7216 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2466 beginning.
Group 16 on team 1 did 7194 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2467 beginning.
Group 16 on team 1 did 7172 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2468 beginning.
Group 16 on team 1 did 7150 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2469 beginning.
Group 16 on team 1 did 7128 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2470 beginning.
Group 16 on team 1 did 7106 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2471 beginning.
Group 16 on team 1 did 7084 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2472 beginning.
Group 16 on team 1 did 7062 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2473 beginning.
Group 16 on team 1 did 7040 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2474 beginning.
Group 16 on team 1 did 7018 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2475 beginning.
Group 16 on team 1 did 6996 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2476 beginning.
Group 16 on team 1 did 6974 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2477 beginning.
Group 16 on team 1 did 6952 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2478 beginning.
Group 16 on team 1 did 6930 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2479 beginning.
Group 16 on team 1 did 6908 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2480 beginning.
Group 16 on team 1 did 6886 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2481 beginning.
Group 16 on team 1 did 6864 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2482 beginning.
Group 16 on team 1 did 6842 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2483 beginning.
Group 16 on team 1 did 6820 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2484 beginning.
Group 16 on team 1 did 6798 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2485 beginning.
Group 16 on team 1 did 6776 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2486 beginning.
Group 16 on team 1 did 6754 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2487 beginning.
Group 16 on team 1 did 6732 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2488 beginning.
Group 16 on team 1 did 6710 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2489 beginning.
Group 16 on team 1 did 6688 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2490 beginning.
Group 16 on team 1 did 6666 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2491 beginning.
Group 16 on team 1 did 6644 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2492 beginning.
Group 16 on team 1 did 6622 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2493 beginning.
Group 16 on team 1 did 6600 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2494 beginning.
Group 16 on team 1 did 6578 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2495 beginning.
Group 16 on team 1 did 6556 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2496 beginning.
Group 16 on team 1 did 6534 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2497 beginning.
Group 16 on team 1 did 6512 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2498 beginning.
Group 16 on team 1 did 6490 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2499 beginning.
Group 16 on team 1 did 6468 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2500 beginning.
Group 16 on team 1 did 6446 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2501 beginning.
Group 16 on team 1 did 6424 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2502 beginning.
Group 16 on team 1 did 6402 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2503 beginning.
Group 16 on team 1 did 6380 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2504 beginning.
Group 16 on team 1 did 6358 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2505 beginning.
Group 16 on team 1 did 6336 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2506 beginning.
Group 16 on team 1 did 6314 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.
